user_id,tenure_days,num_trades_30d,avg_trade_size,deposit_30d,withdrawal_30d,account_balance,num_support_tickets,is_verified,account_type,country,churn
U101496,173,5,534.26,1074.17,529.21,5334.17,1.0,1,premium,AE,0
U101497,112,6,307.34,1095.95,76.92,1553.64,3.0,1,standard,Other,0
U101498,85,9,326.67,217.46,538.58,2838.21,3.0,1,standard,IN,0
U101499,358,4,148.1,548.37,504.52,649.53,0.0,1,standard,ZA,0
U101500,131,8,94.73,653.87,128.58,,0.0,1,standard,ID,0
U101501,117,12,337.54,62.63,366.17,1138.71,0.0,1,standard,AE,0
U101502,4,12,718.94,883.19,57.88,1520.45,0.0,1,standard,AE,0
U101503,75,12,339.3,79.55,154.34,739.1,1.0,0,standard,Other,0
U101504,86,9,57.34,234.5,97.24,1311.83,1.0,1,premium,ID,0
U101505,91,4,,107.65,47.9,4093.99,0.0,1,standard,IN,0
U101506,156,9,20.43,463.75,325.69,1707.76,1.0,0,standard,PH,0
U101507,137,5,420.23,148.1,118.1,3068.21,1.0,1,standard,AE,0
U101508,168,6,865.41,188.0,564.1,2333.45,2.0,1,standard,PH,0
U101509,260,7,610.08,752.48,42.82,3555.53,0.0,1,premium,IN,0
U101510,301,6,274.34,212.9,478.22,2911.84,1.0,1,standard,ID,0
U101511,227,5,281.04,344.67,196.23,3942.65,0.0,1,premium,PH,0
U101512,560,9,916.36,77.98,248.36,1308.26,1.0,1,standard,ID,0
U101513,3,10,105.74,48.52,68.83,1527.44,0.0,1,standard,AE,0
U101514,39,11,954.79,408.52,183.0,1003.48,1.0,1,premium,ZA,0
U101515,1,8,196.12,203.78,249.51,444.88,2.0,0,premium,PH,0
U101516,187,8,1124.44,1288.5,312.72,3505.42,1.0,0,standard,ID,0
U101517,410,10,32.58,1741.84,327.12,627.78,1.0,1,standard,IN,0
U101518,50,13,126.26,87.77,278.06,288.11,3.0,0,standard,IN,0
U101519,471,11,144.31,51.38,625.09,935.34,0.0,0,standard,ZA,0
U101520,11,7,568.16,1309.68,39.81,2380.73,0.0,1,standard,Other,1
U101521,490,9,343.04,516.07,17.62,3344.8,0.0,1,premium,ZA,0
U101522,77,8,176.09,399.49,724.03,2338.09,0.0,1,vip,PH,0
U101523,19,6,267.83,60.41,281.55,2156.77,1.0,1,standard,PH,0
U101524,119,11,910.43,1644.39,524.39,5468.02,1.0,1,standard,AE,0
U101525,53,7,172.95,141.43,1.75,425.12,0.0,1,standard,IN,0
U101526,60,9,,673.49,252.89,1510.57,0.0,1,premium,IN,0
U101527,66,6,509.54,644.82,10.04,863.0,1.0,1,standard,ID,0
U101528,292,5,554.81,44.45,342.85,1990.77,1.0,1,vip,AE,0
U101529,139,11,,173.4,283.86,932.18,1.0,1,standard,ID,0
U101530,67,6,391.32,67.52,707.98,,0.0,1,standard,AE,0
U101531,169,10,207.8,20.54,229.3,1989.22,0.0,1,standard,PH,0
U101532,226,8,87.34,278.55,545.08,1837.57,0.0,1,standard,Other,0
U101533,57,13,100.4,80.18,412.56,854.36,1.0,1,standard,IN,0
U101534,96,9,533.13,142.17,182.73,994.83,2.0,1,standard,ID,0
U101535,23,5,219.98,57.77,289.37,545.26,2.0,1,premium,PH,0
U101536,35,14,349.78,244.8,639.84,1281.44,1.0,1,premium,IN,0
U101537,205,11,225.01,1279.85,413.56,7890.49,0.0,1,standard,AE,0
U101538,36,7,460.51,455.51,514.72,4316.53,0.0,1,premium,ZA,0
U101539,134,14,544.07,197.97,352.62,1034.63,1.0,1,premium,ZA,0
U101540,222,11,,320.9,582.04,1485.46,1.0,1,premium,ID,0
U101541,20,3,474.38,426.23,12.28,724.72,1.0,1,standard,Other,1
U101542,150,16,278.36,432.36,284.68,2919.9,1.0,1,standard,Other,0
U101543,53,6,172.55,254.6,227.59,312.1,0.0,1,standard,Other,1
U101544,593,4,252.64,161.59,216.02,529.57,2.0,1,standard,IN,0
U101545,118,7,423.42,669.68,298.75,717.55,1.0,1,premium,AE,0
U101546,295,13,441.15,95.62,270.42,646.84,2.0,1,premium,PH,0
U101547,143,7,355.9,678.47,273.49,408.35,0.0,1,premium,ZA,0
U101548,7,9,174.31,218.44,637.15,813.63,0.0,1,standard,IN,0
U101549,180,8,30.4,889.71,96.29,1475.92,2.0,0,standard,IN,0
U101550,544,11,293.19,113.43,501.48,717.54,1.0,0,standard,Other,0
U101551,165,5,546.49,110.59,329.81,429.14,0.0,1,standard,AE,0
U101552,307,7,137.32,356.63,399.88,933.42,1.0,1,standard,Other,0
U101553,388,6,249.57,140.19,391.18,1513.27,1.0,1,standard,ZA,0
U101554,46,9,163.05,1319.58,396.4,401.85,0.0,0,standard,PH,1
U101555,42,8,78.97,167.0,49.42,1851.56,2.0,1,standard,IN,0
U101556,169,5,262.67,125.74,283.16,274.67,1.0,1,standard,ID,0
U101557,95,7,127.25,498.68,109.46,928.01,0.0,1,vip,ZA,0
U101558,329,6,381.52,1384.82,170.34,864.58,1.0,1,standard,IN,0
U101559,414,11,624.42,583.11,139.65,142.39,2.0,1,premium,ID,0
U101560,78,12,344.13,428.93,74.28,4627.09,1.0,0,vip,ID,1
U101561,48,10,79.62,149.76,251.9,1310.8,0.0,1,standard,AE,0
U101562,272,7,238.11,296.31,289.26,770.07,0.0,1,premium,Other,0
U101563,57,12,233.22,172.99,466.06,82.64,,0,standard,Other,1
U101564,311,10,259.6,211.61,564.35,,0.0,1,vip,IN,0
U101565,99,7,559.33,727.27,362.95,878.92,0.0,1,premium,Other,0
U101566,198,11,86.04,469.01,110.0,2041.88,2.0,1,premium,ZA,0
U101567,18,10,279.27,234.39,219.52,703.56,0.0,0,standard,ID,0
U101568,176,4,130.29,38.79,539.17,2119.24,1.0,0,premium,IN,0
U101569,108,6,47.13,1813.66,306.17,371.34,1.0,1,premium,IN,0
U101570,159,12,532.81,732.15,490.45,3444.45,1.0,0,premium,ID,0
U101571,33,8,326.32,167.21,660.39,1154.71,0.0,1,standard,IN,0
U101572,240,14,278.08,397.61,612.8,1508.19,2.0,1,standard,IN,0
U101573,357,6,69.95,126.73,82.38,2222.76,1.0,1,standard,AE,0
U101574,43,13,99.47,160.81,58.21,1321.03,1.0,1,premium,ZA,0
U101575,18,7,104.48,147.2,354.44,2070.23,0.0,1,standard,ZA,0
U101576,4,15,285.39,372.39,511.2,360.82,1.0,1,vip,Other,0
U101577,184,12,244.7,149.99,31.49,1306.67,2.0,1,standard,AE,0
U101578,168,15,161.22,357.7,184.07,2908.83,1.0,1,standard,AE,0
U101579,142,2,473.26,982.23,496.95,1233.55,1.0,1,standard,ID,0
U101580,47,10,233.6,88.9,69.6,3304.07,2.0,1,premium,AE,0
U101581,89,3,257.44,89.57,256.22,1226.2,0.0,1,standard,ZA,0
U101582,162,6,423.51,1156.97,316.66,1375.07,0.0,1,standard,AE,0
U101583,123,7,79.41,595.13,22.62,486.88,0.0,1,standard,ID,0
U101584,792,9,56.82,336.57,421.32,414.52,2.0,1,standard,ZA,0
U101585,26,5,254.51,55.25,484.87,1445.52,2.0,1,premium,ID,0
U101586,213,10,280.53,41.32,238.29,1168.95,0.0,1,standard,IN,0
U101587,93,10,155.89,124.08,19.16,73.6,1.0,1,standard,PH,0
U101588,100,7,286.65,382.26,122.3,2645.41,1.0,1,standard,Other,0
U101589,227,10,258.47,779.68,532.91,374.36,3.0,1,standard,IN,0
U101590,212,10,100.94,371.95,85.39,,1.0,1,standard,PH,0
U101591,853,7,189.01,393.68,619.14,1382.4,,1,standard,IN,0
U101592,24,11,181.57,861.93,193.84,2485.6,3.0,1,standard,ID,0
U101593,19,10,253.5,495.26,431.45,3628.0,1.0,1,standard,AE,1
U101594,231,4,66.18,191.52,61.38,3609.65,2.0,1,standard,ZA,0
U101595,155,12,215.45,316.23,826.35,1298.83,2.0,1,standard,AE,0
U101596,57,7,122.82,797.48,106.57,2865.96,0.0,1,standard,ID,0
U101597,14,6,395.27,426.29,173.07,1674.81,0.0,1,standard,Other,0
U101598,16,5,367.24,1233.77,159.54,1313.74,1.0,0,standard,PH,0
U101599,404,10,896.63,153.62,3.3,858.21,0.0,1,standard,Other,0
U101600,38,9,574.15,100.84,185.22,642.29,2.0,1,premium,ID,1
U101601,70,8,192.3,455.7,80.05,2416.83,1.0,1,standard,AE,0
U101602,46,11,130.04,363.67,243.41,583.6,2.0,1,standard,IN,1
U101603,78,13,260.99,88.55,299.88,1410.93,0.0,1,premium,AE,0
U101604,12,9,918.24,175.44,86.75,2590.45,2.0,1,standard,ID,0
U101605,131,5,378.25,989.19,90.53,616.65,1.0,1,standard,ZA,0
U101606,12,10,136.61,514.01,103.76,1382.8,2.0,1,standard,IN,0
U101607,290,7,318.18,189.11,256.05,1003.19,0.0,1,premium,ID,0
U101608,47,9,647.08,118.97,151.56,1200.22,0.0,1,vip,IN,0
U101609,139,5,164.45,234.79,90.32,1553.8,1.0,1,premium,AE,0
U101610,381,8,257.33,763.4,142.42,1041.05,0.0,1,standard,IN,0
U101611,189,5,1354.69,351.89,524.68,2935.99,2.0,1,premium,ID,0
U101612,137,7,283.04,310.33,240.28,280.49,0.0,1,premium,Other,0
U101613,70,6,117.35,794.61,127.49,2197.69,1.0,1,premium,IN,0
U101614,72,11,,94.35,638.47,1088.99,0.0,1,standard,ZA,0
U101615,199,8,185.91,145.19,338.24,,0.0,1,standard,PH,0
U101616,925,9,242.42,380.24,23.5,1050.88,0.0,1,premium,IN,0
U101617,195,11,311.01,309.78,418.53,4809.04,0.0,1,standard,Other,0
U101618,146,13,325.66,249.97,882.45,696.51,1.0,1,premium,IN,0
U101619,236,14,140.98,826.11,441.97,681.92,0.0,1,standard,Other,0
U101620,112,11,82.35,25.29,112.9,1514.09,0.0,1,standard,AE,0
U101621,11,12,572.67,105.36,194.07,2160.99,0.0,1,premium,ZA,0
U101622,148,5,139.49,556.46,19.5,2575.15,1.0,1,standard,PH,0
U101623,569,9,508.88,212.88,396.93,2791.19,0.0,1,premium,IN,0
U101624,34,8,364.17,1664.11,172.68,1009.84,3.0,1,standard,AE,0
U101625,210,4,580.03,857.7,102.01,1725.37,0.0,1,standard,AE,0
U101626,40,7,362.68,214.36,179.68,196.51,1.0,1,standard,AE,0
U101627,138,5,51.41,542.83,29.77,1100.08,0.0,1,standard,ID,0
U101628,18,15,403.28,519.28,47.64,2242.79,,0,premium,PH,0
U101629,107,8,,1064.09,117.53,308.19,2.0,1,standard,AE,0
U101630,254,8,700.67,258.21,67.45,1878.4,0.0,1,standard,AE,0
U101631,76,10,751.96,184.45,544.39,539.56,0.0,1,standard,AE,0
U101632,196,7,271.42,487.75,59.09,296.65,0.0,1,standard,IN,0
U101633,285,9,139.59,261.51,361.44,,0.0,1,vip,Other,0
U101634,471,10,79.59,597.24,83.75,1751.59,1.0,1,standard,IN,0
U101635,48,11,81.69,971.03,249.92,2088.23,0.0,1,standard,IN,0
U101636,91,3,655.91,123.02,663.32,602.22,0.0,1,premium,AE,0
U101637,29,10,301.78,167.01,48.1,6470.32,0.0,1,standard,AE,0
U101638,880,9,464.81,902.55,747.9,1841.52,0.0,1,standard,AE,0
U101639,471,8,157.63,334.88,419.68,855.17,0.0,1,standard,AE,0
U101640,139,4,315.13,346.42,301.06,940.24,1.0,1,standard,AE,0
U101641,332,8,277.37,785.96,240.19,3536.65,0.0,0,standard,PH,0
U101642,132,8,34.94,300.52,197.74,2489.08,1.0,0,premium,ID,0
U101643,175,4,342.58,673.74,499.24,1124.17,0.0,1,standard,ID,1
U101644,16,8,330.38,135.43,197.4,1196.45,0.0,0,premium,IN,0
U101645,253,5,279.78,223.43,156.69,132.91,2.0,1,standard,AE,0
U101646,24,5,418.96,1105.12,377.24,3567.71,0.0,1,premium,AE,0
U101647,314,8,332.11,339.93,82.82,558.31,1.0,1,vip,AE,0
U101648,274,10,524.02,126.76,933.97,872.24,1.0,1,standard,AE,0
U101649,222,5,148.34,121.68,294.07,931.43,0.0,1,standard,Other,0
U101650,6,9,231.42,309.53,172.25,4608.55,0.0,1,standard,AE,0
U101651,65,6,886.86,694.7,168.71,1358.83,0.0,1,standard,IN,0
U101652,54,8,635.22,6.16,149.12,2651.28,0.0,1,standard,ID,0
U101653,80,12,220.49,196.47,335.52,127.77,,1,standard,ID,0
U101654,16,10,165.18,521.26,247.13,857.53,0.0,1,standard,ZA,0
U101655,497,4,209.93,413.25,187.55,1943.96,0.0,1,standard,AE,0
U101656,145,10,409.78,479.65,601.72,1283.07,1.0,1,standard,ID,0
U101657,65,12,264.1,151.88,695.8,5775.79,0.0,1,standard,PH,0
U101658,91,6,550.65,374.07,53.84,2297.34,0.0,1,standard,IN,0
U101659,106,8,51.86,810.64,165.8,1998.63,0.0,1,standard,Other,0
U101660,165,4,165.47,216.94,130.51,600.2,1.0,1,standard,ID,0
U101661,130,10,541.69,356.62,112.98,2479.93,0.0,1,standard,ZA,1
U101662,453,8,57.42,513.05,127.63,3656.05,1.0,1,premium,ID,0
U101663,123,12,78.19,157.81,58.98,1211.39,2.0,1,standard,Other,0
U101664,872,9,224.15,76.87,426.06,1504.1,0.0,1,standard,ID,0
U101665,343,4,150.75,195.03,165.98,4550.38,1.0,1,premium,Other,0
U101666,42,7,160.17,536.83,227.67,2730.91,0.0,1,vip,IN,0
U101667,480,6,346.75,162.3,431.82,815.52,0.0,1,standard,Other,0
U101668,22,10,274.09,97.92,56.29,4461.99,0.0,0,standard,ZA,0
U101669,306,10,229.3,613.86,250.23,2082.83,0.0,1,vip,PH,0
U101670,86,13,165.33,122.44,36.41,1655.19,0.0,1,standard,AE,0
U101671,378,11,114.98,1595.65,37.78,3110.85,0.0,1,standard,IN,0
U101672,364,16,,784.03,205.48,2200.24,1.0,1,standard,PH,0
U101673,295,6,259.47,1109.47,193.9,979.66,0.0,1,standard,IN,0
U101674,280,9,874.93,386.78,56.85,2209.07,0.0,1,standard,ZA,0
U101675,65,16,151.03,155.14,542.06,783.99,0.0,0,standard,Other,0
U101676,15,9,523.03,830.06,6.83,3112.28,0.0,1,standard,AE,0
U101677,92,7,,87.4,54.58,1305.69,1.0,1,premium,IN,0
U101678,34,3,325.03,28.32,130.8,394.87,1.0,1,premium,AE,0
U101679,213,3,536.46,480.92,94.56,1090.97,0.0,0,premium,AE,0
U101680,76,6,127.07,65.99,46.19,2691.33,1.0,1,standard,ZA,0
U101681,668,4,701.8,308.11,1097.61,1074.95,0.0,1,standard,AE,0
U101682,184,15,296.17,290.41,446.78,1602.39,1.0,1,standard,ID,0
U101683,311,11,368.88,673.42,159.83,101.04,,1,standard,Other,1
U101684,25,9,363.49,80.68,593.4,1002.29,1.0,1,standard,IN,0
U101685,356,5,452.54,52.43,522.6,281.26,2.0,1,standard,Other,0
U101686,460,13,281.13,268.62,96.77,1071.9,1.0,1,standard,IN,0
U101687,120,8,542.6,449.72,170.25,2471.39,2.0,1,standard,IN,1
U101688,167,4,253.98,413.6,200.95,1233.6,0.0,1,premium,IN,1
U101689,260,10,380.85,420.42,429.31,914.2,2.0,0,standard,AE,1
U101690,34,11,349.43,263.38,321.34,230.95,0.0,1,standard,ZA,1
U101691,125,6,441.01,1341.72,173.4,588.49,2.0,1,premium,ID,0
U101692,91,11,118.07,493.54,103.55,541.78,0.0,0,standard,ZA,0
U101693,28,7,328.04,614.22,190.97,1955.93,0.0,0,premium,IN,1
U101694,82,4,405.02,178.89,44.66,1180.66,1.0,1,premium,ZA,0
U101695,12,5,53.49,273.35,70.04,2250.95,0.0,0,standard,AE,0
U101696,4,6,134.23,129.8,153.98,2433.88,1.0,0,premium,ZA,0
U101697,26,6,128.3,374.46,180.15,1346.95,0.0,1,premium,AE,0
U101698,593,9,,132.56,858.64,1149.81,0.0,1,standard,IN,0
U101699,143,8,261.88,628.85,73.28,1994.95,1.0,1,premium,ZA,0
U101700,607,7,224.89,323.07,10.86,884.42,2.0,1,standard,Other,0
U101701,101,8,361.53,0.51,113.68,260.03,4.0,1,premium,PH,0
U101702,67,10,246.98,118.27,91.22,,1.0,1,standard,ID,0
U101703,126,9,367.83,1028.63,149.19,1163.09,0.0,1,standard,Other,0
U101704,104,7,756.24,1084.94,123.54,2184.58,0.0,0,standard,ID,0
U101705,20,9,226.93,549.66,175.87,700.91,1.0,1,standard,ID,0
U101706,184,16,318.07,272.29,430.41,740.9,2.0,0,premium,ZA,0
U101707,43,5,144.55,922.31,238.17,2658.52,2.0,1,premium,Other,0
U101708,173,7,395.85,292.89,88.87,393.65,2.0,1,standard,ZA,0
U101709,189,12,250.88,885.18,9.38,531.68,1.0,0,vip,Other,0
U101710,29,8,102.64,371.92,325.72,467.4,0.0,1,premium,AE,0
U101711,11,8,23.12,246.66,446.0,2026.98,0.0,0,premium,Other,0
U101712,273,8,248.81,626.01,122.25,2116.03,0.0,1,standard,AE,0
U101713,110,15,186.83,100.6,775.89,680.65,2.0,1,standard,ID,1
U101714,10,7,81.94,132.79,312.61,1883.27,0.0,1,standard,PH,0
U101715,948,7,404.31,58.93,229.4,415.97,1.0,1,standard,PH,0
U101716,10,7,262.05,497.91,165.62,3142.91,0.0,1,vip,IN,0
U101717,213,6,189.78,310.87,454.58,879.73,0.0,1,standard,Other,0
U101718,740,7,420.61,2378.73,735.17,1253.77,1.0,1,standard,AE,0
U101719,49,8,107.13,513.61,701.86,930.06,2.0,1,standard,AE,1
U101720,27,13,167.91,238.94,197.04,1678.28,1.0,1,premium,PH,0
U101721,23,10,549.7,288.85,697.26,1306.26,0.0,1,standard,PH,0
U101722,65,9,251.36,412.53,85.22,2286.08,0.0,1,standard,ZA,0
U101723,19,10,379.13,179.74,394.93,1098.63,0.0,1,standard,Other,0
U101724,212,7,372.36,59.88,72.5,984.76,0.0,1,standard,AE,0
U101725,11,5,609.94,205.98,354.46,330.7,1.0,0,standard,AE,1
U101726,128,11,343.33,332.07,353.33,2414.21,0.0,1,premium,Other,0
U101727,1028,11,77.59,776.14,122.41,749.13,1.0,1,standard,ZA,0
U101728,302,12,328.92,134.09,88.4,560.03,0.0,0,vip,Other,0
U101729,171,7,353.01,212.67,639.36,176.61,2.0,1,standard,Other,0
U101730,65,7,353.89,285.46,51.86,3174.01,1.0,0,standard,ZA,0
U101731,176,10,404.22,244.0,31.35,2708.44,1.0,1,premium,ZA,0
U101732,134,5,245.11,335.59,295.59,597.32,0.0,1,standard,IN,0
U101733,99,12,88.22,16.77,190.66,3738.31,0.0,1,standard,AE,0
U101734,25,10,516.47,842.66,291.03,4795.09,,1,standard,ZA,0
U101735,391,15,330.16,263.91,95.43,1070.51,3.0,1,premium,PH,0
U101736,107,8,237.54,119.02,106.01,3587.12,0.0,1,standard,ID,0
U101737,38,14,848.24,433.44,196.62,350.22,0.0,1,premium,AE,0
U101738,82,16,98.46,743.87,200.05,2362.39,,1,standard,AE,0
U101739,96,5,228.76,95.9,185.53,1289.61,1.0,1,standard,AE,0
U101740,316,12,385.65,449.77,725.7,1454.24,1.0,0,premium,ZA,0
U101741,238,11,207.81,956.56,778.49,2190.57,3.0,1,premium,ID,0
U101742,263,9,219.56,962.42,46.79,1271.42,,1,premium,ID,0
U101743,1,3,188.06,640.84,295.38,1385.92,3.0,1,premium,ID,0
U101744,96,15,71.24,183.58,59.89,901.72,1.0,1,standard,IN,0
U101745,118,3,629.28,102.38,903.52,2237.21,1.0,1,premium,PH,0
U101746,3,6,83.52,132.48,109.2,2069.4,1.0,1,standard,IN,0
U101747,54,5,168.51,945.07,149.61,1357.4,2.0,1,standard,ZA,0
U101748,257,14,109.84,547.17,444.81,4178.55,0.0,1,standard,IN,0
U101749,26,9,110.59,658.22,69.27,597.5,1.0,1,premium,AE,0
U101750,137,17,277.72,312.39,30.15,885.82,2.0,0,premium,IN,0
U101751,43,8,300.35,20.92,67.68,913.02,1.0,1,standard,Other,1
U101752,2,4,498.53,444.24,518.26,676.02,0.0,0,standard,AE,1
U101753,49,13,145.55,118.44,134.95,969.73,0.0,1,standard,AE,0
U101754,670,13,128.03,793.81,484.34,821.59,3.0,0,standard,IN,0
U101755,291,9,95.59,133.92,206.39,259.67,0.0,1,standard,Other,0
U101756,577,6,229.02,399.62,20.31,771.15,1.0,0,standard,IN,0
U101757,120,6,140.29,562.85,93.17,3139.95,1.0,1,standard,IN,0
U101758,20,8,362.57,2423.69,263.29,994.41,0.0,1,premium,IN,0
U101759,142,5,145.29,302.2,5.43,4043.56,0.0,1,standard,Other,0
U101760,109,8,268.04,315.25,311.1,,1.0,0,premium,Other,0
U101761,334,9,223.67,799.45,30.88,1666.55,3.0,1,standard,ID,0
U101762,18,13,25.37,267.87,100.72,2138.99,0.0,0,standard,PH,0
U101763,120,5,485.04,215.02,733.88,743.89,1.0,0,standard,AE,0
U101764,29,8,599.45,160.56,747.82,1851.15,2.0,1,standard,IN,1
U101765,70,7,140.81,352.94,341.8,1519.71,1.0,1,vip,ZA,0
U101766,240,9,179.79,189.68,235.94,555.74,2.0,1,standard,IN,0
U101767,116,11,202.43,1002.64,108.37,1373.37,2.0,1,standard,AE,0
U101768,84,3,366.03,637.56,18.77,3413.72,1.0,1,standard,Other,0
U101769,90,11,532.35,380.73,206.32,1028.16,4.0,1,standard,AE,1
U101770,110,9,315.5,348.21,146.14,4090.68,1.0,1,standard,AE,0
U101771,276,5,440.29,149.93,118.54,953.28,1.0,1,standard,PH,0
U101772,400,6,95.51,309.99,596.43,1787.83,1.0,0,standard,AE,1
U101773,559,6,236.64,280.87,66.05,1027.59,0.0,1,vip,ID,0
U101774,278,4,205.23,1375.79,1344.11,1537.84,1.0,1,standard,AE,0
U101775,68,3,110.86,264.49,435.55,1148.64,3.0,1,vip,AE,1
U101776,209,7,440.38,512.72,144.89,3981.25,1.0,0,standard,ID,0
U101777,103,2,813.15,538.24,11.57,,1.0,0,standard,IN,0
U101778,52,9,387.09,114.0,417.65,3051.56,2.0,1,standard,ID,0
U101779,330,6,326.25,258.91,1159.96,2677.63,1.0,0,premium,Other,0
U101780,7,4,175.18,624.26,72.02,211.62,0.0,1,standard,IN,0
U101781,417,12,61.77,98.1,451.37,1707.06,2.0,1,standard,ZA,0
U101782,111,4,193.4,1630.01,43.34,2551.78,1.0,1,standard,AE,0
U101783,182,7,34.46,372.73,12.6,739.2,0.0,1,standard,Other,0
U101784,193,9,656.31,186.98,582.45,1244.0,,1,standard,PH,0
U101785,405,6,146.79,74.96,108.84,430.52,0.0,1,premium,ID,0
U101786,182,8,69.35,1151.99,148.01,4172.08,1.0,1,standard,AE,0
U101787,171,7,72.88,275.95,144.09,,0.0,1,premium,IN,0
U101788,12,8,250.44,504.17,146.57,1505.56,0.0,1,standard,IN,0
U101789,131,9,,90.73,691.97,662.18,0.0,1,standard,Other,0
U101790,29,8,148.48,158.94,125.28,554.16,1.0,1,standard,ID,0
U101791,240,8,215.76,760.48,254.32,,0.0,1,premium,IN,0
U101792,129,8,433.54,1127.48,20.35,448.01,1.0,1,standard,AE,0
U101793,205,8,177.19,127.94,413.38,1087.6,1.0,1,standard,AE,1
U101794,7,7,122.37,491.86,113.36,2491.95,1.0,1,standard,ZA,0
U101795,15,12,78.51,484.85,64.08,1781.77,1.0,1,standard,ID,0
U101796,226,10,39.82,760.3,62.0,1273.61,0.0,1,standard,IN,0
U101797,13,4,248.39,527.61,1088.32,1376.04,1.0,1,standard,IN,1
U101798,13,10,182.16,609.19,5.0,749.15,0.0,1,standard,AE,0
U101799,2,9,255.9,471.62,354.82,436.81,0.0,1,standard,AE,0
U101800,564,7,90.27,71.59,8.15,1952.51,1.0,1,standard,Other,0
U101801,240,8,312.0,435.96,358.74,1409.07,0.0,1,standard,PH,1
U101802,78,12,243.85,850.68,77.2,345.17,0.0,1,premium,Other,0
U101803,63,4,247.79,407.29,352.94,4122.44,1.0,1,standard,IN,0
U101804,77,6,185.34,621.1,170.1,110.39,6.0,1,standard,Other,0
U101805,268,9,52.27,733.47,268.44,3463.08,0.0,1,premium,IN,0
U101806,194,10,374.01,679.08,229.84,317.81,0.0,1,standard,ID,0
U101807,36,17,544.25,434.6,225.13,805.08,1.0,1,premium,AE,0
U101808,34,9,309.67,466.88,11.72,3452.94,2.0,0,standard,PH,0
U101809,18,7,186.68,824.87,59.33,1410.6,1.0,1,standard,ID,0
U101810,194,4,143.0,1843.46,453.86,,1.0,1,premium,ID,0
U101811,260,13,507.56,145.17,102.83,1144.51,2.0,1,standard,Other,0
U101812,55,7,148.42,211.37,165.84,595.25,0.0,1,premium,ZA,0
U101813,3,8,255.09,688.09,50.45,875.59,2.0,1,standard,Other,0
U101814,15,7,518.11,1421.3,70.12,1454.19,1.0,1,standard,IN,0
U101815,618,9,554.54,55.14,945.09,845.43,2.0,1,vip,ID,0
U101816,63,8,220.27,72.43,731.27,846.24,1.0,1,standard,ZA,0
U101817,263,12,254.0,360.84,357.5,2278.96,0.0,1,standard,ID,1
U101818,176,9,254.67,723.9,391.63,1340.19,0.0,1,standard,IN,0
U101819,86,7,156.77,363.37,281.78,3173.29,1.0,1,standard,IN,1
U101820,41,8,297.78,407.5,200.57,1213.23,1.0,1,standard,PH,1
U101821,23,9,185.58,129.96,994.99,341.9,0.0,1,premium,ID,0
U101822,171,6,264.97,335.08,108.84,1031.38,0.0,0,premium,ZA,0
U101823,268,8,72.41,183.72,76.47,998.32,4.0,1,standard,AE,0
U101824,185,4,240.1,453.4,124.83,4227.68,0.0,1,premium,IN,0
U101825,136,9,,276.97,122.42,3781.83,2.0,1,premium,IN,0
U101826,7,6,161.24,143.87,467.38,963.29,1.0,0,standard,ID,0
U101827,622,3,171.47,1174.12,82.36,335.76,2.0,1,standard,AE,0
U101828,288,8,766.87,618.95,194.43,580.53,1.0,1,standard,Other,0
U101829,62,12,428.11,460.28,302.13,607.17,1.0,0,standard,Other,0
U101830,703,4,206.44,158.3,233.01,1996.9,1.0,1,vip,ZA,0
U101831,165,11,12.85,615.07,40.13,1034.2,1.0,1,standard,IN,0
U101832,157,13,63.14,115.98,299.52,1998.77,0.0,1,standard,IN,0
U101833,248,7,,150.8,251.64,2636.67,0.0,1,standard,ZA,0
U101834,300,10,524.86,333.41,353.34,3493.39,1.0,1,standard,IN,0
U101835,192,6,81.88,388.51,329.19,1275.14,0.0,0,standard,ZA,1
U101836,24,5,780.19,215.89,345.83,566.55,2.0,1,premium,Other,0
U101837,74,11,139.26,53.2,2.21,2498.66,0.0,1,standard,IN,0
U101838,473,8,146.16,255.67,63.57,3466.56,1.0,1,standard,ID,0
U101839,45,8,232.07,1071.4,513.52,1399.93,1.0,1,premium,Other,0
U101840,83,8,51.74,29.45,79.68,1489.04,1.0,1,premium,IN,0
U101841,101,8,650.43,538.84,543.33,474.26,0.0,0,standard,PH,0
U101842,104,5,391.82,285.29,121.48,1114.66,0.0,1,standard,PH,0
U101843,170,10,133.0,75.84,95.13,206.0,3.0,1,standard,Other,1
U101844,515,8,197.78,959.79,126.53,2308.96,1.0,0,standard,Other,0
U101845,49,9,371.78,174.59,2240.97,1452.66,2.0,1,standard,ZA,1
U101846,23,9,369.9,1238.99,177.43,1135.36,0.0,0,premium,ZA,0
U101847,39,4,186.11,408.83,428.12,849.53,1.0,1,standard,AE,0
U101848,392,10,381.55,453.88,1485.29,293.3,1.0,0,standard,ZA,1
U101849,186,7,89.13,270.09,315.28,284.73,1.0,1,standard,IN,0
U101850,60,8,301.24,799.5,946.95,1380.17,,0,standard,IN,0
U101851,304,4,533.87,300.59,503.91,1558.82,0.0,1,premium,ZA,0
U101852,355,12,79.73,836.4,358.74,1659.76,1.0,1,premium,ZA,0
U101853,337,4,104.47,462.5,38.06,4788.45,0.0,0,standard,IN,0
U101854,452,5,79.9,263.46,145.47,126.4,0.0,1,standard,AE,0
U101855,52,7,212.26,38.86,315.45,457.34,1.0,1,premium,ID,0
U101856,253,12,176.15,1020.42,97.15,4132.85,2.0,1,standard,IN,0
